CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment
13759,33,2,659.4100000000001,3,2,3,323,8,Regular
13760,54,2,286.79,3,2,2,322,7,Regular
13761,50,2,1070.65,3,2,4,324,9,Loyal
13762,204,2,3.552713678800501e-15,1,2,1,121,4,At Risk
13763,63,3,1689.46,3,3,4,334,10,Loyal
13764,71,3,1519.42,3,3,4,334,10,Loyal
13767,2,52,16945.71,5,5,5,555,15,VIP
13769,2,16,2771.87,5,5,5,555,15,VIP
13771,64,5,2631.7,3,4,5,345,12,VIP
13772,34,3,1122.63,3,3,4,334,10,Loyal
13774,82,1,345.0,2,1,2,212,5,At Risk
13777,1,41,25748.350000000002,5,5,5,555,15,VIP
13778,103,1,178.7,2,1,1,211,4,At Risk
13780,7,2,360.01,5,2,2,522,9,Loyal
13781,251,1,127.84,1,1,1,111,3,At Risk
13782,13,6,908.86,4,4,4,444,12,VIP
13784,10,11,2462.79,5,5,5,555,15,VIP
13786,367,1,230.39999999999998,1,1,1,111,3,At Risk
13787,76,2,309.04,2,2,2,222,6,Regular
13790,4,1,348.8,5,1,2,512,8,Regular
13791,43,3,1047.68,3,3,4,334,10,Loyal
13792,66,2,195.55,3,2,1,321,6,Regular
13798,1,63,36352.87,5,5,5,555,15,VIP
13799,117,2,688.86,2,2,3,223,7,Regular
13800,310,1,558.32,1,1,3,113,5,At Risk
13801,67,1,324.8,3,1,2,312,6,Regular
13802,138,6,3906.27,2,4,5,245,11,Loyal
13803,255,1,277.07,1,1,2,112,4,At Risk
13804,31,7,2588.39,4,5,5,455,14,VIP
13805,52,2,924.6,3,2,4,324,9,Loyal
13806,64,1,256.38,3,1,2,312,6,Regular
13807,367,1,112.6,1,1,1,111,3,At Risk
13808,6,5,1747.66,5,4,4,544,13,VIP
13809,305,1,155.05,1,1,1,111,3,At Risk
13810,29,4,899.51,4,4,3,443,11,Loyal
13811,184,4,591.75,1,4,3,143,8,Regular
13812,42,3,539.0,3,3,3,333,9,Loyal
13813,40,5,1353.41,3,4,4,344,11,Loyal
13814,56,3,1562.12,3,3,4,334,10,Loyal
13815,22,5,4014.91,4,4,5,445,13,VIP
13816,24,4,555.04,4,4,3,443,11,Loyal
13817,29,2,382.98,4,2,2,422,8,Regular
13819,302,3,1140.35,1,3,4,134,8,Regular
13821,145,2,385.64,2,2,2,222,6,Regular
13822,6,2,632.0,5,2,3,523,10,Loyal
13823,19,2,957.66,4,2,4,424,10,Loyal
13824,33,5,1698.94,3,4,4,344,11,Loyal
13826,158,2,174.65,2,2,1,221,5,At Risk
13827,58,3,409.8,3,3,2,332,8,Regular
13828,22,1,209.49,4,1,1,411,6,Regular
13829,359,1,-102.0,1,1,1,111,3,At Risk
13831,16,6,2198.45,4,4,5,445,13,VIP
13832,18,2,40.949999999999996,4,2,1,421,7,Regular
13833,159,1,383.85,2,1,2,212,5,At Risk
13835,25,4,834.57,4,4,3,443,11,Loyal
13837,212,2,266.59000000000003,1,2,2,122,5,At Risk
13838,6,4,674.82,5,4,3,543,12,VIP
13841,253,1,85.0,1,1,1,111,3,At Risk
13842,59,9,3385.62,3,5,5,355,13,VIP
13844,11,1,361.62,5,1,2,512,8,Regular
13845,65,1,312.98,3,1,2,312,6,Regular
13846,25,4,847.61,4,4,3,443,11,Loyal
13848,92,3,1255.0,2,3,4,234,9,Loyal
13849,52,2,1537.95,3,2,4,324,9,Loyal
13850,88,2,1586.81,2,2,4,224,8,Regular
13851,96,3,2651.46,2,3,5,235,10,Loyal
13853,9,2,1056.94,5,2,4,524,11,Loyal
13854,9,29,8025.0199999999995,5,5,5,555,15,VIP
13856,169,5,363.4,2,4,2,242,8,Regular
13858,57,1,216.17,3,1,1,311,5,At Risk
13859,326,1,201.16,1,1,1,111,3,At Risk
13860,1,6,1240.0,5,4,4,544,13,VIP
13862,18,10,2187.31,4,5,5,455,14,VIP
13863,245,2,299.56,1,2,2,122,5,At Risk
13865,58,4,501.56,3,4,3,343,10,Loyal
13866,74,1,145.67000000000002,2,1,1,211,4,At Risk
13867,31,3,1005.09,4,3,4,434,11,Loyal
13868,7,2,3192.54,5,2,5,525,12,VIP
13869,123,4,3083.65,2,4,5,245,11,Loyal
13870,2,10,2751.25,5,5,5,555,15,VIP
13871,23,14,6389.8,4,5,5,455,14,VIP
13873,120,4,381.7,2,4,2,242,8,Regular
13874,358,1,540.45,1,1,3,113,5,At Risk
13875,54,5,1786.79,3,4,4,344,11,Loyal
13876,64,1,122.7,3,1,1,311,5,At Risk
13877,86,1,117.24,2,1,1,211,4,At Risk
13878,55,1,1271.57,3,1,4,314,8,Regular
13880,21,13,3219.77,4,5,5,455,14,VIP
13881,4,22,16989.52,5,5,5,555,15,VIP
13882,3,6,1131.28,5,4,4,544,13,VIP
13883,1,9,2538.75,5,5,5,555,15,VIP
13884,7,6,781.3000000000001,5,4,3,543,12,VIP
13885,189,2,506.8,1,2,3,123,6,Regular
13886,71,1,243.56,3,1,2,312,6,Regular
13887,204,1,349.55,1,1,2,112,4,At Risk
13888,120,2,595.67,2,2,3,223,7,Regular
13889,93,1,416.90000000000003,2,1,2,212,5,At Risk
13890,1,14,1860.8600000000001,5,5,4,554,14,VIP
13892,27,4,632.97,4,4,3,443,11,Loyal
13893,298,1,821.1,1,1,3,113,5,At Risk
13894,22,5,535.97,4,4,3,443,11,Loyal
13895,21,5,2588.12,4,4,5,445,13,VIP
13897,50,1,311.16,3,1,2,312,6,Regular
13898,326,1,155.93,1,1,1,111,3,At Risk
13899,16,2,388.52,4,2,2,422,8,Regular
13900,183,3,740.95,1,3,3,133,7,Regular
13901,72,5,2867.2,2,4,5,245,11,Loyal
13904,37,2,332.64,3,2,2,322,7,Regular
13908,80,5,2347.05,2,4,5,245,11,Loyal
13911,57,9,2580.91,3,5,5,355,13,VIP
13914,4,3,613.95,5,3,3,533,11,Loyal
13917,50,2,272.04,3,2,2,322,7,Regular
13918,50,2,1212.8400000000001,3,2,4,324,9,Loyal
13919,53,3,350.15999999999997,3,3,2,332,8,Regular
13922,352,1,172.25,1,1,1,111,3,At Risk
13923,54,1,351.13,3,1,2,312,6,Regular
13924,2,11,1682.08,5,5,4,554,14,VIP
13925,36,6,616.65,3,4,3,343,10,Loyal
13926,23,1,223.85000000000002,4,1,1,411,6,Regular
13927,75,1,348.99,2,1,2,212,5,At Risk
13928,11,4,464.57,5,4,3,543,12,VIP
13929,169,3,802.85,2,3,3,233,8,Regular
13930,58,2,337.34,3,2,2,322,7,Regular
13931,86,3,1230.93,2,3,4,234,9,Loyal
13932,295,1,307.4,1,1,2,112,4,At Risk
13933,109,2,608.7900000000001,2,2,3,223,7,Regular
13934,264,1,922.1,1,1,4,114,6,Regular
13936,171,2,361.28,2,2,2,222,6,Regular
13937,169,1,158.85,2,1,1,211,4,At Risk
13938,35,1,71.66,3,1,1,311,5,At Risk
13939,23,4,556.75,4,4,3,443,11,Loyal
13940,17,4,839.14,4,4,3,443,11,Loyal
13941,22,7,4912.41,4,5,5,455,14,VIP
13946,79,3,561.5699999999999,2,3,3,233,8,Regular
13947,65,1,90.6,3,1,1,311,5,At Risk
13948,361,1,102.0,1,1,1,111,3,At Risk
13949,3,6,2427.32,5,4,5,545,14,VIP
13950,11,5,728.56,5,4,3,543,12,VIP
13951,176,3,674.45,2,3,3,233,8,Regular
13952,211,3,3246.091,1,3,5,135,9,Loyal
13953,7,7,3515.68,5,5,5,555,15,VIP
13954,2,3,378.59,5,3,2,532,10,Loyal
13955,154,2,322.96,2,2,2,222,6,Regular
13956,5,5,1019.27,5,4,4,544,13,VIP
13958,372,1,-102.45,1,1,1,111,3,At Risk
13959,79,3,594.04,2,3,3,233,8,Regular
13960,21,2,230.22,4,2,1,421,7,Regular
13962,22,2,169.55,4,2,1,421,7,Regular
13963,308,4,664.54,1,4,3,143,8,Regular
13967,146,1,80.7,2,1,1,211,4,At Risk
13969,7,20,8956.92,5,5,5,555,15,VIP
13971,9,11,2702.2200000000003,5,5,5,555,15,VIP
13972,71,2,190.25,3,2,1,321,6,Regular
13973,287,1,264.7,1,1,2,112,4,At Risk
13974,49,1,413.59000000000003,3,1,2,312,6,Regular
13975,31,7,2438.19,4,5,5,455,14,VIP
13976,207,1,357.98,1,1,2,112,4,At Risk
13978,15,2,196.79000000000002,4,2,1,421,7,Regular
13979,73,1,869.87,2,1,3,213,6,Regular
13980,60,1,200.14,3,1,1,311,5,At Risk
13982,39,5,1861.11,3,4,4,344,11,Loyal
13983,30,13,2590.46,4,5,5,455,14,VIP
13984,27,6,488.03,4,4,3,443,11,Loyal
13985,4,16,7024.53,5,5,5,555,15,VIP
13986,17,1,320.46,4,1,2,412,7,Regular
13988,20,9,4098.8,4,5,5,455,14,VIP
13989,66,2,1266.08,3,2,4,324,9,Loyal
13990,213,1,311.3,1,1,2,112,4,At Risk
13991,12,7,847.54,4,5,3,453,12,VIP
13992,30,1,76.8,4,1,1,411,6,Regular
13993,32,12,3409.66,4,5,5,455,14,VIP
13994,4,6,2274.14,5,4,5,545,14,VIP
13995,15,6,1383.49,4,4,4,444,12,VIP
13999,10,15,3865.26,5,5,5,555,15,VIP
14000,206,2,633.71,1,2,3,123,6,Regular
14001,46,4,2030.3300000000002,3,4,5,345,12,VIP
14002,134,2,529.73,2,2,3,223,7,Regular
14004,43,7,4582.64,3,5,5,355,13,VIP
14005,10,5,2874.72,5,4,5,545,14,VIP
14006,116,3,962.19,2,3,4,234,9,Loyal
14009,198,3,685.9300000000001,1,3,3,133,7,Regular
14012,278,1,328.8,1,1,2,112,4,At Risk
14013,110,3,473.02,2,3,3,233,8,Regular
14014,77,1,505.18,2,1,3,213,6,Regular
14015,53,1,917.34,3,1,4,314,8,Regular
14016,154,5,4328.46,2,4,5,245,11,Loyal
14019,47,4,1398.96,3,4,4,344,11,Loyal
14020,17,2,642.8,4,2,3,423,9,Loyal
14021,155,3,631.9,2,3,3,233,8,Regular
14022,225,1,440.0,1,1,2,112,4,At Risk
14023,7,2,584.07,5,2,3,523,10,Loyal
14024,122,2,327.7,2,2,2,222,6,Regular
14027,61,1,104.82,3,1,1,311,5,At Risk
14029,63,2,467.66,3,2,3,323,8,Regular
14030,18,8,2358.84,4,5,5,455,14,VIP
14031,7,23,14634.640000000001,5,5,5,555,15,VIP
14032,2,18,2929.84,5,5,5,555,15,VIP
14034,22,4,509.09,4,4,3,443,11,Loyal
14035,29,5,1428.02,4,4,4,444,12,VIP
14036,285,1,626.65,1,1,3,113,5,At Risk
14037,176,2,147.20000000000002,2,2,1,221,5,At Risk
14038,78,4,1554.48,2,4,4,244,10,Loyal
14039,33,1,152.2,3,1,1,311,5,At Risk
14040,41,15,3487.59,3,5,5,355,13,VIP
14041,266,1,141.41,1,1,1,111,3,At Risk
14044,27,4,646.42,4,4,3,443,11,Loyal
14045,109,4,1659.75,2,4,4,244,10,Loyal
14046,284,1,154.99,1,1,1,111,3,At Risk
14047,9,7,1290.01,5,5,4,554,14,VIP
14048,277,2,375.13,1,2,2,122,5,At Risk
14049,17,6,5536.15,4,4,5,445,13,VIP
14050,32,2,746.36,4,2,3,423,9,Loyal
14051,1,26,15477.34,5,5,5,555,15,VIP
14052,20,1,225.36,4,1,1,411,6,Regular
14053,124,2,260.25,2,2,2,222,6,Regular
14054,65,1,92.46,3,1,1,311,5,At Risk
14055,106,1,725.6400000000001,2,1,3,213,6,Regular
14056,1,29,8062.46,5,5,5,555,15,VIP
14057,24,18,6141.099999999999,4,5,5,455,14,VIP
14059,267,1,183.6,1,1,1,111,3,At Risk
14060,5,20,6135.38,5,5,5,555,15,VIP
14062,10,12,10464.85,5,5,5,555,15,VIP
14064,29,7,1168.92,4,5,4,454,13,VIP
14066,267,1,152.55,1,1,1,111,3,At Risk
14067,64,2,374.7,3,2,2,322,7,Regular
14068,320,1,265.85,1,1,2,112,4,At Risk
14071,4,9,1306.16,5,5,4,554,14,VIP
14073,21,2,139.54,4,2,1,421,7,Regular
14075,5,3,942.26,5,3,4,534,12,VIP
14076,129,1,118.67,2,1,1,211,4,At Risk
14077,41,5,499.41999999999996,3,4,3,343,10,Loyal
14078,102,6,1049.37,2,4,4,244,10,Loyal
14079,125,1,375.1,2,1,2,212,5,At Risk
14080,33,1,45.599999999999994,3,1,1,311,5,At Risk
14081,267,4,891.77,1,4,3,143,8,Regular
14082,365,1,182.25,1,1,1,111,3,At Risk
14083,4,9,1002.9,5,5,4,554,14,VIP
14085,2,19,4408.54,5,5,5,555,15,VIP
14087,3,2,178.72,5,2,1,521,8,Regular
14088,10,14,50415.49,5,5,5,555,15,VIP
14089,57,1,158.75,3,1,1,311,5,At Risk
14090,325,1,76.32000000000001,1,1,1,111,3,At Risk
14092,8,17,4063.1,5,5,5,555,15,VIP
14093,12,1,433.86,4,1,2,412,7,Regular
14096,4,34,57120.909999999996,5,5,5,555,15,VIP
14098,37,1,147.35,3,1,1,311,5,At Risk
14099,16,12,3092.9700000000003,4,5,5,455,14,VIP
14100,138,1,191.95000000000002,2,1,1,211,4,At Risk
14101,74,6,5976.79,2,4,5,245,11,Loyal
14102,5,8,1060.33,5,5,4,554,14,VIP
14104,155,2,216.20999999999998,2,2,1,221,5,At Risk
14105,85,2,1260.33,2,2,4,224,8,Regular
14107,52,8,2688.48,3,5,5,355,13,VIP
14108,31,3,594.16,4,3,3,433,10,Loyal
14109,23,2,80.2,4,2,1,421,7,Regular
14110,4,13,5669.65,5,5,5,555,15,VIP
14111,14,5,688.6,4,4,3,443,11,Loyal
14112,23,12,2774.17,4,5,5,455,14,VIP
14113,4,8,1377.92,5,5,4,554,14,VIP
14114,274,2,386.53,1,2,2,122,5,At Risk
14116,20,5,1382.74,4,4,4,444,12,VIP
14117,144,1,90.0,2,1,1,211,4,At Risk
14119,354,1,-19.9,1,1,1,111,3,At Risk
14121,4,6,2740.3,5,4,5,545,14,VIP
14124,84,1,419.58000000000004,2,1,2,212,5,At Risk
14125,11,3,2720.63,5,3,5,535,13,VIP
14126,8,4,643.6300000000001,5,4,3,543,12,VIP
14127,123,3,709.71,2,3,3,233,8,Regular
14128,61,2,637.5,3,2,3,323,8,Regular
14129,2,5,1123.8600000000001,5,4,4,544,13,VIP
14130,319,1,480.91,1,1,3,113,5,At Risk
14132,2,12,3580.13,5,5,5,555,15,VIP
14133,130,5,590.3399999999999,2,4,3,243,9,Loyal
14135,2,15,4690.31,5,5,5,555,15,VIP
14138,2,2,965.8800000000001,5,2,4,524,11,Loyal
14139,46,1,415.82,3,1,2,312,6,Regular
14140,4,3,920.05,5,3,4,534,12,VIP
14141,3,6,879.0300000000001,5,4,3,543,12,VIP
14142,373,1,311.81,1,1,2,112,4,At Risk
14143,134,1,115.8,2,1,1,211,4,At Risk
14145,47,5,3148.2,3,4,5,345,12,VIP
14146,9,6,2949.57,5,4,5,545,14,VIP
14147,49,3,468.4,3,3,3,333,9,Loyal
14148,234,1,157.2,1,1,1,111,3,At Risk
14149,213,3,259.43,1,3,2,132,6,Regular
14150,36,2,658.64,3,2,3,323,8,Regular
14152,75,3,611.09,2,3,3,233,8,Regular
14154,239,2,1345.62,1,2,4,124,7,Regular
14155,266,1,118.75,1,1,1,111,3,At Risk
14156,10,66,113214.59,5,5,5,555,15,VIP
14157,20,3,392.44,4,3,2,432,9,Loyal
14158,40,1,507.66,3,1,3,313,7,Regular
14159,20,14,4615.64,4,5,5,455,14,VIP
14161,216,3,1097.6200000000001,1,3,4,134,8,Regular
14162,174,2,289.36,2,2,2,222,6,Regular
14163,87,4,2445.91,2,4,5,245,11,Loyal
14164,71,2,1631.77,3,2,4,324,9,Loyal
14165,276,1,120.44,1,1,1,111,3,At Risk
14167,39,4,562.59,3,4,3,343,10,Loyal
14171,98,1,363.79,2,1,2,212,5,At Risk
14173,11,4,450.84,5,4,2,542,11,Loyal
14174,33,1,134.46,3,1,1,311,5,At Risk
14175,51,7,3108.06,3,5,5,355,13,VIP
14176,297,5,574.0,1,4,3,143,8,Regular
14177,85,5,544.51,2,4,3,243,9,Loyal
14178,9,7,1600.26,5,5,4,554,14,VIP
14179,41,2,701.57,3,2,3,323,8,Regular
14180,11,31,4640.77,5,5,5,555,15,VIP
14184,67,1,452.89,3,1,2,312,6,Regular
14185,331,1,197.65,1,1,1,111,3,At Risk
14188,9,10,2018.91,5,5,5,555,15,VIP
14189,2,24,4604.31,5,5,5,555,15,VIP
14191,2,14,4660.01,5,5,5,555,15,VIP
14193,68,2,853.39,3,2,3,323,8,Regular
14194,5,32,11216.75,5,5,5,555,15,VIP
14195,202,3,962.7,1,3,4,134,8,Regular
14196,107,1,335.52,2,1,2,212,5,At Risk
14198,4,7,663.5,5,5,3,553,13,VIP
14199,218,1,185.39999999999998,1,1,1,111,3,At Risk
14201,60,9,688.04,3,5,3,353,11,Loyal
14204,2,1,150.61,5,1,1,511,7,Regular
14205,11,4,218.78,5,4,1,541,10,Loyal
14206,239,2,308.26,1,2,2,122,5,At Risk
14208,95,1,151.74,2,1,1,211,4,At Risk
14209,11,7,2067.13,5,5,5,555,15,VIP
14210,91,7,1900.89,2,5,4,254,11,Loyal
14211,53,13,2208.3,3,5,5,355,13,VIP
14212,90,1,1070.48,2,1,4,214,7,Regular
14213,372,1,-1192.2,1,1,1,111,3,At Risk
14214,31,7,1000.23,4,5,4,454,13,VIP
14215,12,7,1777.92,4,5,4,454,13,VIP
14216,3,4,1839.3,5,4,4,544,13,VIP
14217,2,24,1925.3600000000001,5,5,4,554,14,VIP
14218,43,1,169.48000000000002,3,1,1,311,5,At Risk
14219,4,1,89.94,5,1,1,511,7,Regular
14220,247,2,632.4,1,2,3,123,6,Regular
14221,42,10,3427.85,3,5,5,355,13,VIP
14222,177,1,683.17,2,1,3,213,6,Regular
14223,92,4,975.23,2,4,4,244,10,Loyal
14224,110,4,1009.73,2,4,4,244,10,Loyal
14226,29,7,2184.2400000000002,4,5,5,455,14,VIP
14227,26,15,3315.71,4,5,5,455,14,VIP
14229,52,5,1450.6,3,4,4,344,11,Loyal
14231,179,5,822.0600000000001,1,4,3,143,8,Regular
14232,32,8,2043.93,4,5,5,455,14,VIP
14233,44,5,1447.51,3,4,4,344,11,Loyal
14234,22,4,754.12,4,4,3,443,11,Loyal
14235,10,6,3093.86,5,4,5,545,14,VIP
14236,81,2,490.86,2,2,3,223,7,Regular
14237,373,1,161.0,1,1,1,111,3,At Risk
14238,326,1,146.85,1,1,1,111,3,At Risk
14239,43,13,2323.5,3,5,5,355,13,VIP
14240,30,2,890.34,4,2,3,423,9,Loyal
14241,184,1,213.70000000000002,1,1,1,111,3,At Risk
14242,235,2,280.55,1,2,2,122,5,At Risk
14243,9,14,2535.88,5,5,5,555,15,VIP
14245,176,5,1677.48,2,4,4,244,10,Loyal
14246,111,3,1474.06,2,3,4,234,9,Loyal
14247,278,1,136.76999999999998,1,1,1,111,3,At Risk
14248,318,1,302.58,1,1,2,112,4,At Risk
14250,7,3,1904.05,5,3,4,534,12,VIP
14251,2,5,2879.7000000000003,5,4,5,545,14,VIP
14256,254,3,935.0600000000001,1,3,4,134,8,Regular
14257,51,6,3087.27,3,4,5,345,12,VIP
14258,9,10,12650.08,5,5,5,555,15,VIP
14259,142,1,120.0,2,1,1,211,4,At Risk
14261,51,2,1163.45,3,2,4,324,9,Loyal
14262,8,8,2618.23,5,5,5,555,15,VIP
14264,155,3,319.47,2,3,2,232,7,Regular
14265,109,2,530.18,2,2,3,223,7,Regular
14267,151,7,1279.09,2,5,4,254,11,Loyal
14270,332,1,492.65000000000003,1,1,3,113,5,At Risk
14271,226,1,112.32,1,1,1,111,3,At Risk
14272,74,2,437.96,2,2,2,222,6,Regular
14273,51,4,559.97,3,4,3,343,10,Loyal
14276,88,5,1019.39,2,4,4,244,10,Loyal
14277,15,4,3928.8,4,4,5,445,13,VIP
14280,197,1,134.04,1,1,1,111,3,At Risk
14282,3,15,3701.44,5,5,5,555,15,VIP
14284,31,3,578.45,4,3,3,433,10,Loyal
14285,21,4,1910.01,4,4,4,444,12,VIP
14286,24,5,4595.81,4,4,5,445,13,VIP
14287,8,4,151.23000000000002,5,4,1,541,10,Loyal
14288,212,2,413.85,1,2,2,122,5,At Risk
14289,9,6,911.26,5,4,4,544,13,VIP
14290,11,6,2307.4500000000003,5,4,5,545,14,VIP
14291,2,12,3873.3,5,5,5,555,15,VIP
14292,8,14,4819.33,5,5,5,555,15,VIP
14293,3,4,1046.56,5,4,4,544,13,VIP
14295,40,2,154.70000000000002,3,2,1,321,6,Regular
14297,18,6,1284.06,4,4,4,444,12,VIP
14298,3,45,50862.44,5,5,5,555,15,VIP
14299,8,18,2855.35,5,5,5,555,15,VIP
14300,19,1,43.2,4,1,1,411,6,Regular
14301,108,2,632.04,2,2,3,223,7,Regular
14304,223,2,197.1,1,2,1,121,4,At Risk
14305,71,5,1803.76,3,4,4,344,11,Loyal
14306,51,3,2083.42,3,3,5,335,11,Loyal
14307,89,6,2995.72,2,4,5,245,11,Loyal
14309,8,10,2319.68,5,5,5,555,15,VIP
14311,225,2,229.71,1,2,1,121,4,At Risk
14312,47,6,1611.59,3,4,4,344,11,Loyal
14314,107,1,120.0,2,1,1,211,4,At Risk
14315,21,7,2456.98,4,5,5,455,14,VIP
14317,65,1,508.58000000000004,3,1,3,313,7,Regular
14320,207,3,343.11,1,3,2,132,6,Regular
14321,11,5,1530.75,5,4,4,544,13,VIP
14323,115,4,574.26,2,4,3,243,9,Loyal
14326,235,2,166.85,1,2,1,121,4,At Risk
14327,163,1,311.65,2,1,2,212,5,At Risk
14329,9,14,4889.14,5,5,5,555,15,VIP
14331,124,2,462.65999999999997,2,2,2,222,6,Regular
14332,23,3,840.21,4,3,3,433,10,Loyal
14333,64,2,351.45,3,2,2,322,7,Regular
14334,17,9,2539.46,4,5,5,455,14,VIP
14335,16,2,454.86,4,2,2,422,8,Regular
14336,17,4,1614.91,4,4,4,444,12,VIP
14338,158,4,554.22,2,4,3,243,9,Loyal
14339,235,4,289.90999999999997,1,4,2,142,7,Regular
14340,219,1,134.7,1,1,1,111,3,At Risk
14341,45,9,2151.08,3,5,5,355,13,VIP
14342,21,6,607.71,4,4,3,443,11,Loyal
14344,127,8,889.9300000000001,2,5,3,253,10,Loyal
14345,39,1,108.97999999999999,3,1,1,311,5,At Risk
14346,121,2,1021.58,2,2,4,224,8,Regular
14348,260,1,409.57,1,1,2,112,4,At Risk
14349,10,1,133.5,5,1,1,511,7,Regular
14350,271,2,258.7,1,2,2,122,5,At Risk
14351,165,1,51.0,2,1,1,211,4,At Risk
14352,157,4,1078.96,2,4,4,244,10,Loyal
14353,215,1,90.6,1,1,1,111,3,At Risk
14354,6,2,163.62,5,2,1,521,8,Regular
14355,366,1,174.4,1,1,1,111,3,At Risk
14356,60,4,666.9399999999999,3,4,3,343,10,Loyal
14357,43,1,225.12,3,1,1,311,5,At Risk
14359,19,6,882.58,4,4,3,443,11,Loyal
14360,32,4,2118.03,4,4,5,445,13,VIP
14362,22,1,151.5,4,1,1,411,6,Regular
14364,109,8,3717.35,2,5,5,255,12,VIP
14367,8,19,9134.12,5,5,5,555,15,VIP
14368,320,1,155.0,1,1,1,111,3,At Risk
14371,295,1,100.5,1,1,1,111,3,At Risk
14373,358,1,76.55,1,1,1,111,3,At Risk
14375,185,1,235.56,1,1,2,112,4,At Risk
14377,191,2,617.05,1,2,3,123,6,Regular
14379,44,2,348.1,3,2,2,322,7,Regular
14381,52,1,202.68,3,1,1,311,5,At Risk
14382,26,1,615.49,4,1,3,413,8,Regular
14383,38,3,1247.69,3,3,4,334,10,Loyal
14385,9,3,202.11,5,3,1,531,9,Loyal
14386,297,1,142.4,1,1,1,111,3,At Risk
14387,33,3,1727.6,3,3,4,334,10,Loyal
14388,9,10,3172.04,5,5,5,555,15,VIP
14389,9,5,999.72,5,4,4,544,13,VIP
14390,10,13,4582.22,5,5,5,555,15,VIP
14393,218,1,67.95,1,1,1,111,3,At Risk
14395,2,12,3444.11,5,5,5,555,15,VIP
14396,65,2,487.99,3,2,3,323,8,Regular
14397,1,23,2556.68,5,5,5,555,15,VIP
14400,141,2,559.7,2,2,3,223,7,Regular
14401,4,14,4039.98,5,5,5,555,15,VIP
14403,130,5,1426.31,2,4,4,244,10,Loyal
14404,34,7,1409.72,3,5,4,354,12,VIP
14406,119,1,156.75,2,1,1,211,4,At Risk
14407,107,9,2111.08,2,5,5,255,12,VIP
14408,11,7,2599.03,5,5,5,555,15,VIP
14409,71,7,1908.25,3,5,4,354,12,VIP
14410,16,15,573.45,4,5,3,453,12,VIP
14411,311,1,1063.0,1,1,4,114,6,Regular
14412,35,3,761.3299999999999,3,3,3,333,9,Loyal
14413,362,1,121.05,1,1,1,111,3,At Risk
14414,92,8,1485.1299999999999,2,5,4,254,11,Loyal
14415,1,18,5766.85,5,5,5,555,15,VIP
14416,22,2,490.22,4,2,3,423,9,Loyal
14418,4,3,1937.25,5,3,4,534,12,VIP
14419,11,6,1051.79,5,4,4,544,13,VIP
14420,85,2,385.87,2,2,2,222,6,Regular
14421,57,2,813.11,3,2,3,323,8,Regular
14422,1,6,4263.64,5,4,5,545,14,VIP
14423,218,1,265.2,1,1,2,112,4,At Risk
14424,18,1,322.08,4,1,2,412,7,Regular
14426,19,16,3918.9,4,5,5,455,14,VIP
14427,50,2,363.34000000000003,3,2,2,322,7,Regular
14428,7,7,1209.3700000000001,5,5,4,554,14,VIP
14431,299,2,423.26,1,2,2,122,5,At Risk
14432,10,6,2248.5,5,4,5,545,14,VIP
14434,22,6,1372.8,4,4,4,444,12,VIP
14436,99,1,89.06,2,1,1,211,4,At Risk
14437,143,2,-43.400000000000006,2,2,1,221,5,At Risk
14438,306,1,131.9,1,1,1,111,3,At Risk
14439,320,1,2661.24,1,1,5,115,7,Regular
14440,8,5,2357.6800000000003,5,4,5,545,14,VIP
14441,1,10,1545.14,5,5,4,554,14,VIP
14442,2,5,1544.62,5,4,4,544,13,VIP
14443,54,7,1400.88,3,5,4,354,12,VIP
14446,1,4,1010.35,5,4,4,544,13,VIP
14447,19,5,1163.23,4,4,4,444,12,VIP
14448,9,2,375.35,5,2,2,522,9,Loyal
14449,19,4,885.8,4,4,3,443,11,Loyal
14450,181,3,483.25,1,3,3,133,7,Regular
14451,60,2,643.9,3,2,3,323,8,Regular
14452,11,2,259.05,5,2,2,522,9,Loyal
14453,190,1,119.93,1,1,1,111,3,At Risk
14456,5,14,3002.5099999999998,5,5,5,555,15,VIP
14457,311,1,113.64,1,1,1,111,3,At Risk
14459,155,1,1837.92,2,1,4,214,7,Regular
14460,110,4,383.34,2,4,2,242,8,Regular
14461,148,3,2103.06,2,3,5,235,10,Loyal
14462,64,15,1942.45,3,5,4,354,12,VIP
14463,98,3,529.62,2,3,3,233,8,Regular
14465,247,3,1038.44,1,3,4,134,8,Regular
14466,29,7,2272.4,4,5,5,455,14,VIP
14467,18,4,596.26,4,4,3,443,11,Loyal
14470,12,2,461.19,4,2,2,422,8,Regular
14472,104,8,1852.67,2,5,4,254,11,Loyal
14473,74,2,234.34000000000003,2,2,2,222,6,Regular
14474,43,2,537.71,3,2,3,323,8,Regular
14475,72,6,799.82,2,4,3,243,9,Loyal
14476,257,1,193.0,1,1,1,111,3,At Risk
14477,20,5,1307.81,4,4,4,444,12,VIP
14479,254,2,316.25,1,2,2,122,5,At Risk
14480,11,1,279.05,5,1,2,512,8,Regular
14481,165,2,636.51,2,2,3,223,7,Regular
14482,18,6,2022.81,4,4,5,445,13,VIP
14483,150,2,129.2,2,2,1,221,5,At Risk
14484,50,1,321.92,3,1,2,312,6,Regular
14485,39,1,162.8,3,1,1,311,5,At Risk
14487,27,7,1152.73,4,5,4,454,13,VIP
14488,51,2,1047.43,3,2,4,324,9,Loyal
